"name","gender","ID","reg","falculty","department","course","code","photo","date","Action"
"Kaylah Mbaka","Male",68802874,"X74/4881/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:632","<button id=""editreg_404"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_404"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Estrella Nzai","Male",53598141,"X75/6100/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:631","<button id=""editreg_405"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_405"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Braeden Kungu","Male",51476217,"X74/9034/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:630","<button id=""editreg_406"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_406"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Serena Cherop","Female",46552502,"X75/8094/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageg.png","29-06-2023 13:63","<button id=""editreg_407"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_407"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Dario Tarus","Male",18839527,"X74/6999/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:629","<button id=""editreg_408"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_408"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Cristian Anyona","Male",43489907,"X75/2742/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:628","<button id=""editreg_409"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_409"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Jamie Jelle","Female",70880182,"X74/3070/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageg.png","29-06-2023 13:627","<button id=""editreg_410"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_410"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Camden Abdirahman","Male",12241020,"X74/7113/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:626","<button id=""editreg_411"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_411"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Cheyenne Lumbasi","Male",96263066,"X74/6502/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:625","<button id=""editreg_412"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_412"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Juan Kadenge","Female",25324639,"X75/7971/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageg.png","29-06-2023 13:624","<button id=""editreg_413"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_413"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Russell Mawira","Male",27719722,"X75/6651/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:623","<button id=""editreg_414"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_414"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Mckayla Wangui","Male",52494446,"X75/1897/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:622","<button id=""editreg_415"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_415"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Lillianna Dida","Male",10119743,"X74/7845/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:621","<button id=""editreg_416"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_416"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Mitchell Kingori","Male",24762875,"X75/6557/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:620","<button id=""editreg_417"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_417"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Emerson Mbula","Male",94816179,"X74/8845/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:62","<button id=""editreg_418"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_418"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Gracelyn Anyango","Female",75962121,"X75/4285/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageg.png","29-06-2023 13:619","<button id=""editreg_419"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_419"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Johanna Akinyi","Male",60929370,"X74/3862/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:618","<button id=""editreg_420"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_420"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Braiden Ekidor","Male",41778308,"X74/9119/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:617","<button id=""editreg_421"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_421"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Hunter Barongo","Male",17949375,"X75/4012/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:616","<button id=""editreg_422"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_422"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Brianna Wavinya","Male",56747658,"X75/2533/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:615","<button id=""editreg_423"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_423"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Mia Muraguri","Female",40269605,"X74/5073/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageg.png","29-06-2023 13:614","<button id=""editreg_424"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_424"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Marques Ndolo","Male",31598566,"X74/4232/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:613","<button id=""editreg_425"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_425"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Jaliyah Saitoti","Male",97040084,"X75/8423/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:612","<button id=""editreg_426"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_426"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Phoebe Cheboi","Male",98720648,"X75/7030/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:611","<button id=""editreg_427"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_427"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Julius Musa","Male",45542328,"X75/5282/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:610","<button id=""editreg_428"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_428"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Roger Muhumed","Male",49504128,"X74/3639/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:61","<button id=""editreg_429"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_429"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Malachi Kagwiria","Male",99595526,"X75/3393/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:609","<button id=""editreg_430"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_430"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Yosef Gakii","Male",22092266,"X75/7629/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:608","<button id=""editreg_431"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_431"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Jocelynn Matano","Male",80619299,"X74/3307/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:607","<button id=""editreg_432"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_432"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Riley Musila","Male",33434269,"X74/8099/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:606","<button id=""editreg_433"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_433"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Lorelei Mbuthia","Male",38410920,"X75/4394/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:605","<button id=""editreg_434"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_434"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Shayla Chacha","Male",95131652,"X75/6110/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:604","<button id=""editreg_435"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_435"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Kiara Were","Male",13708655,"X74/2182/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:603","<button id=""editreg_436"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_436"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Jaycee Mukami","Male",61187845,"X75/8684/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:602","<button id=""editreg_437"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_437"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Donavan Bii","Male",99765940,"X75/9171/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:601","<button id=""editreg_438"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_438"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Shyla Onsongo","Male",44548418,"X74/5482/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:600","<button id=""editreg_439"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_439"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Adriel Nzilani","Male",30895281,"X74/4604/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:60","<button id=""editreg_440"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_440"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Amir Muthiani","Female",99531108,"X74/3761/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageg.png","29-06-2023 13:599","<button id=""editreg_441"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_441"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Stephany Nelima","Male",99199643,"X75/4994/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:598","<button id=""editreg_442"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_442"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
